City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,selkirk,50.1436,-96.8845,284.19,46,100,0.89,CA,1712454782
291,eskisehir,39.7767,30.5206,280.1,57,0,1.54,TR,1712454782
292,hornell,42.3279,-77.6611,279.15,78,81,2.8,US,1712454782
293,aktobe,50.2797,57.2072,281.2,93,75,5.0,KZ,1712454782
294,chonchi,-42.6128,-73.8092,283.77,98,100,0.25,CL,1712454660
295,coahuayana de hidalgo,18.7,-103.6583,293.52,83,13,0.42,MX,1712454585
296,copala,16.65,-98.9833,298.57,69,1,2.45,MX,1712454783
297,chardara,41.2547,67.9692,285.62,74,5,3.49,KZ,1712454783
298,port shepstone,-30.7414,30.455,293.86,75,100,4.49,ZA,1712454783
299,pudasjarvi,65.3833,26.9167,264.32,97,99,1.43,FI,1712454784
300,ierapetra,35.01,25.7353,290.9,52,99,3.58,GR,1712454784
301,machico,32.7,-16.7667,289.66,76,20,3.09,PT,1712454784
302,tsiombe,-25.3,45.4833,294.44,97,49,0.85,MG,1712454584
303,slave lake,55.2834,-114.769,277.14,70,100,3.09,CA,1712454655
304,kununurra,-15.7667,128.7333,304.14,40,31,5.66,AU,1712454522
305,agryz,56.5203,52.9942,275.37,98,100,1.28,RU,1712454785
306,dalai,45.5,124.3,285.0,24,16,9.02,CN,1712454785
307,belokurikha,51.9959,84.9896,284.83,66,79,1.17,RU,1712454785
308,happy valley-goose bay,53.3168,-60.3315,270.32,86,20,1.54,CA,1712454309
309,skagen,57.7209,10.5839,283.07,85,100,6.21,DK,1712454786
310,smithers,54.7804,-127.1743,282.33,40,75,1.54,CA,1712454786
311,acarau,-2.8856,-40.12,299.24,86,100,1.78,BR,1712454786
312,praia da vitoria,38.7333,-27.0667,289.68,88,75,11.7,PT,1712454786
313,cheremukhovo,60.3484,59.9851,265.83,90,63,1.34,RU,1712454787
314,mossel bay,-34.1831,22.146,289.11,83,29,11.76,ZA,1712454787
315,betio village,1.358,172.9211,303.17,82,26,9.09,KI,1712454787
316,hammerfest,70.6634,23.6821,271.4,80,100,5.14,NO,1712454586
317,bandar-e genaveh,29.5791,50.517,292.16,50,81,0.36,IR,1712454788
318,nar'yan-mar,67.6713,53.087,267.1,94,100,6.71,RU,1712454592
319,nago,26.5881,127.9761,296.62,87,100,0.44,JP,1712454788
320,egilsstadir,65.2653,-14.3948,271.1,93,100,11.83,IS,1712454655
321,lerwick,60.1545,-1.1494,282.15,85,81,11.36,GB,1712454418
322,st. john's,47.5649,-52.7093,274.9,95,100,5.66,CA,1712454637
323,mishan,45.55,131.8833,280.78,20,1,4.72,CN,1712454789
324,sur,22.5667,59.5289,299.31,37,2,3.35,OM,1712454589
325,pangody,65.85,74.4859,262.04,89,16,5.96,RU,1712454692
326,farasan,16.7022,42.1183,302.15,75,23,4.53,SA,1712454789
327,atripalda,40.9158,14.8246,284.55,84,0,0.41,IT,1712454789
